"","fish_identifier","c_sp_fao","sample_label","sample_owner","scientific_name","sp_category","family","tissue","sample_position","c_ocean","sampling_date","lon_dec","lat_dec","EEZ","sex","macro_matury_stage","length_cm","c_length","whole_fishweight_kg","water_content","lipid_content","isoNC_lab","d13C_pm","X_C","d15N_pm","X_N","C_N","isoNC_sample_status","THg_lab","THg_analysis_method","THg_dw_ppb","THg_ww_ppb","THg_sample_status","comment","SST","MLD","Chl.a","NPP","d20","d18","d12","O2_375m","O2_200m","O2_100m","O2_50m","OCRR_375m","OCRR_200m","OCRR_100m","OCRR_50m","OCRR_total","d13Cdic","d13Cpom","d15Nno3","d15Npom","doxycline","dmaxremin","dnethetero","export_100m","export_dnethetero","Hg0_2x2.5","Hg0_6x7.5","drydep_2x2.5","drydep_6x7.5","wetdep_2x2.5","wetdep_6x7.5","totdep_2x2.5","totdep_6x7.5","d13C_cor","sample_year","region","region.col"
"39","100734_108734_4618","YFT","MLC_06-01_30_A_108734","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","30.04.2006",162.7,-22.4,"NC","M",999,145,"FL",NA,NA,NA,"",-17.2,"44",11.6,"13",3.4,"bulk","GET","DMA/AMA",524,NA,"bulk","",25.62714286,34.36,0.123914286,0.189114286,147.6285714,232.1857143,474.2285714,197.1285714,200.1714286,223.9142857,215.4,1.241714286,4.320285714,53.24857143,6.493857143,57.86142857,2.364571429,-18.62142857,8.993,3.389857143,104.5542857,83.80428571,113.9142857,37.01,14.84857143,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-17.2,2006,"WPO","seagreen"
"40","100740_108740_4624","YFT","MLC_06-01_28_A_108740","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","28.04.2006",159.7,-23.3,"NC","F",999,110,"FL",NA,NA,NA,"",-17.9,"47",11.5,"13",3.6,"bulk","GET","DMA/AMA",1078,NA,"bulk","",25.60714286,30.72142857,0.148728571,0.218128571,132.3285714,246.9714286,479.5857143,195.7285714,199.9571429,219.6142857,216.6571429,1.237314286,4.662285714,46.67428571,9.310714286,61.83142857,2.359142857,-18.42714286,9.360428571,3.527142857,95.56714286,78.02142857,111.4428571,43.36,18.03428571,0.88,0.88,3.94,3.94,4.63,4.7,8.57,8.64,-16.8536202777778,2006,"WPO","seagreen"
"41","100742_108742_4626","YFT","MLC_06-01_10_A_108742","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","26.04.2006",159.6,-22.6,"NC","unknown",999,111,"FL",NA,NA,NA,"",-17.4,"46",11.8,"13.5",3.4,"bulk","GET","DMA/AMA",903,NA,"bulk","",25.60714286,30.72142857,0.148728571,0.218128571,132.3285714,246.9714286,479.5857143,195.7285714,199.9571429,219.6142857,216.6571429,1.237314286,4.662285714,46.67428571,9.310714286,61.83142857,2.359142857,-18.42714286,9.360428571,3.527142857,95.56714286,78.02142857,111.4428571,43.36,18.03428571,0.89,0.89,3.93,3.94,4.77,4.77,8.7,8.71,-17.4,2006,"WPO","seagreen"
"42","100744_108744_4630","YFT","MLC_06-01_35_A_108744","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","01.05.2006",162.9,-22.1,"NC","F",999,119,"FL",NA,NA,NA,"",-17.2,"46",11.2,"13.7",3.3,"bulk","GET","DMA/AMA",492,NA,"bulk","",25.62714286,34.36,0.123914286,0.189114286,147.6285714,232.1857143,474.2285714,197.1285714,200.1714286,223.9142857,215.4,1.241714286,4.320285714,53.24857143,6.493857143,57.86142857,2.364571429,-18.62142857,8.993,3.389857143,104.5542857,83.80428571,113.9142857,37.01,14.84857143,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-17.2,2006,"WPO","seagreen"
"43","100746_108746_4632","YFT","MLC_06-01_9_A_108746","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","26.04.2006",159.6,-22.6,"NC","F",999,107,"FL",NA,NA,NA,"",-17.1,"43",11.8,"13.1",3.3,"bulk","GET","DMA/AMA",773,NA,"bulk","",25.60714286,30.72142857,0.148728571,0.218128571,132.3285714,246.9714286,479.5857143,195.7285714,199.9571429,219.6142857,216.6571429,1.237314286,4.662285714,46.67428571,9.310714286,61.83142857,2.359142857,-18.42714286,9.360428571,3.527142857,95.56714286,78.02142857,111.4428571,43.36,18.03428571,0.89,0.89,3.93,3.94,4.77,4.77,8.7,8.71,-17.1,2006,"WPO","seagreen"
"44","100790_108791_4679","YFT","MLC_06-01_15_A_108791","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","27.04.2006",159.8,-23.3,"NC","unknown",999,110,"FL",NA,NA,NA,"",-17.1,"45",11.8,"13.2",3.4,"bulk","GET","DMA/AMA",420,NA,"bulk","",25.60714286,30.72142857,0.148728571,0.218128571,132.3285714,246.9714286,479.5857143,195.7285714,199.9571429,219.6142857,216.6571429,1.237314286,4.662285714,46.67428571,9.310714286,61.83142857,2.359142857,-18.42714286,9.360428571,3.527142857,95.56714286,78.02142857,111.4428571,43.36,18.03428571,0.88,0.88,3.94,3.94,4.63,4.7,8.57,8.64,-17.1,2006,"WPO","seagreen"
"45","100801_108802_4690","BET","SOLTAG_07-01_16_A_4690","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","19.11.2007",158.3,-7.1,"SB","unknown",999,41,"FL",NA,NA,NA,"",-17.2,"45",14.1,"13.6",3.3,"bulk","GET","DMA/AMA",78,NA,"bulk","",29.53857143,39.33,0.1864,0.316314286,195.5571429,215.5,324.7571429,166.4714286,168.6142857,198.2428571,198.1571429,0.729128571,3.991285714,72.61857143,49.21,111.79,2.553285714,-17.50714286,8.150142857,5.537571429,102.9971429,72.25285714,93.90428571,49.79428571,24.34,1.03,1.03,1.37,2.21,15.39,15.09,16.76,17.3,-17.2,2007,"WPO","seagreen"
"46","100817_108818_4724","BET","SOLTAG_07-01_15_A_4724","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","19.11.2007",158.3,-7.1,"SB","unknown",999,39,"FL",NA,NA,NA,"",-16.3,"45",13.5,"14.4",3.1,"bulk","GET","DMA/AMA",98,NA,"bulk","",29.53857143,39.33,0.1864,0.316314286,195.5571429,215.5,324.7571429,166.4714286,168.6142857,198.2428571,198.1571429,0.729128571,3.991285714,72.61857143,49.21,111.79,2.553285714,-17.50714286,8.150142857,5.537571429,102.9971429,72.25285714,93.90428571,49.79428571,24.34,1.03,1.03,1.37,2.21,15.39,15.09,16.76,17.3,-16.3,2007,"WPO","seagreen"
"47","100818_108819_4725","BET","SOLTAG_07-01_12_A_4725","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","19.11.2007",158.3,-7.1,"SB","unknown",999,37,"FL",NA,NA,NA,"",-16.9,"45",13.8,"13.6",3.3,"bulk","GET","DMA/AMA",104,NA,"bulk","",29.53857143,39.33,0.1864,0.316314286,195.5571429,215.5,324.7571429,166.4714286,168.6142857,198.2428571,198.1571429,0.729128571,3.991285714,72.61857143,49.21,111.79,2.553285714,-17.50714286,8.150142857,5.537571429,102.9971429,72.25285714,93.90428571,49.79428571,24.34,1.03,1.03,1.37,2.21,15.39,15.09,16.76,17.3,-16.9,2007,"WPO","seagreen"
"48","100820_108821_4727","BET","SOLTAG_07-01_14_A_4727","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","19.11.2007",158.3,-7.1,"SB","unknown",999,42,"FL",NA,NA,NA,"",-16.5,"44",13.3,"13.7",3.2,"bulk","GET","DMA/AMA",89,NA,"bulk","",29.53857143,39.33,0.1864,0.316314286,195.5571429,215.5,324.7571429,166.4714286,168.6142857,198.2428571,198.1571429,0.729128571,3.991285714,72.61857143,49.21,111.79,2.553285714,-17.50714286,8.150142857,5.537571429,102.9971429,72.25285714,93.90428571,49.79428571,24.34,1.03,1.03,1.37,2.21,15.39,15.09,16.76,17.3,-16.5,2007,"WPO","seagreen"
"49","100824_108825_4731","BET","SOLTAG_07-01_13_A_4731","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","19.11.2007",158.3,-7.1,"SB","unknown",999,37,"FL",NA,NA,NA,"",-16.9,"45",14,"13.8",3.3,"bulk","GET","DMA/AMA",92,NA,"bulk","",29.53857143,39.33,0.1864,0.316314286,195.5571429,215.5,324.7571429,166.4714286,168.6142857,198.2428571,198.1571429,0.729128571,3.991285714,72.61857143,49.21,111.79,2.553285714,-17.50714286,8.150142857,5.537571429,102.9971429,72.25285714,93.90428571,49.79428571,24.34,1.03,1.03,1.37,2.21,15.39,15.09,16.76,17.3,-16.9,2007,"WPO","seagreen"
"50","100830_108831_4737","BET","SOLTAG_07-01_17_A_4737","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","19.11.2007",158.3,-7.1,"SB","unknown",999,38,"FL",NA,NA,NA,"",-17.3,"45",15.2,"13.5",3.3,"bulk","GET","DMA/AMA",35,NA,"bulk","",29.53857143,39.33,0.1864,0.316314286,195.5571429,215.5,324.7571429,166.4714286,168.6142857,198.2428571,198.1571429,0.729128571,3.991285714,72.61857143,49.21,111.79,2.553285714,-17.50714286,8.150142857,5.537571429,102.9971429,72.25285714,93.90428571,49.79428571,24.34,1.03,1.03,1.37,2.21,15.39,15.09,16.76,17.3,-17.3,2007,"WPO","seagreen"
"51","100863_108895_4805","ALB","NZTAG_901_150425_A_4805","CPS/Allain","Thunnus alalunga","fish","Scombridae","white muscle","A","PO","03.03.2009",170.9,-41.5,"NZ","unknown",999,51,"FL",NA,NA,NA,"",-18.7,"46",12.1,"12.9",3.5,"bulk","GET","DMA/AMA",369,NA,"bulk","",15.8,31.61,0.243628571,0.547285714,NA,NA,239.5714286,238.9,241.9857143,253,256.6571429,1.881571429,5.832,24.94285714,83.09428571,123.0628571,2.367428571,-17.45714286,8.014714286,3.298714286,111.91,5,52.06285714,90.33142857,76.01857143,NA,NA,NA,NA,NA,NA,NA,NA,-18.7,2009,"WPO","seagreen"
"52","100865_108897_4807","ALB","NZTAG_901_124076_A_4807","CPS/Allain","Thunnus alalunga","fish","Scombridae","white muscle","A","PO","29.01.2009",171.7,-40.4,"NZ","unknown",999,53,"FL",NA,NA,NA,"",-18,"45",11.4,"14.2",3.2,"bulk","GET","DMA/AMA",525,NA,"bulk","",15.62142857,43.53428571,0.252785714,0.552157143,NA,NA,250.6857143,235.4,237.4428571,251.9285714,254.9857143,1.916714286,6.606285714,26.32428571,75.77142857,111.3885714,2.332571429,-17.58428571,7.740714286,3.209,198.4857143,5,54.58285714,87.86857143,71.20285714,NA,NA,NA,NA,NA,NA,NA,NA,-18,2009,"WPO","seagreen"
"53","100867_108899_4809","ALB","NZTAG_901_124085_A_4809","CPS/Allain","Thunnus alalunga","fish","Scombridae","white muscle","A","PO","05.02.2009",171.2,-41.1,"NZ","F",999,90,"FL",NA,NA,NA,"",-19.6,"47",12.9,"12",3.9,"bulk","GET","DMA/AMA",1006,NA,"bulk","",15.33714286,37.18285714,0.2478,0.5488,NA,NA,239.6285714,238.9,241.8,254.8714286,258.6285714,1.816428571,5.699428571,24.63428571,74.69,116.2371429,2.352285714,-17.60142857,7.814714286,3.158285714,130.0485714,5,55.21285714,85.50428571,73.34285714,NA,NA,NA,NA,NA,NA,NA,NA,-18.0580341025641,2009,"WPO","seagreen"
"54","100868_108900_4810","ALB","NZTAG_901_124077_A_4810","CPS/Allain","Thunnus alalunga","fish","Scombridae","white muscle","A","PO","29.01.2009",171.7,-40.4,"NZ","unknown",999,61,"FL",NA,NA,NA,"",-19.8,"48",13.1,"12",4,"bulk","GET","DMA/AMA",461,NA,"bulk","",15.62142857,43.53428571,0.252785714,0.552157143,NA,NA,250.6857143,235.4,237.4428571,251.9285714,254.9857143,1.916714286,6.606285714,26.32428571,75.77142857,111.3885714,2.332571429,-17.58428571,7.740714286,3.209,198.4857143,5,54.58285714,87.86857143,71.20285714,NA,NA,NA,NA,NA,NA,NA,NA,-18.10935825,2009,"WPO","seagreen"
"55","100870_108902_4812","ALB","NZTAG_901_124087_A_4812","CPS/Allain","Thunnus alalunga","fish","Scombridae","white muscle","A","PO","07.02.2009",170.9,-42.3,"NZ","M",999,82,"FL",NA,NA,NA,"",-18.4,"45",12.3,"14.3",3.1,"bulk","GET","DMA/AMA",888,NA,"bulk","",15.33714286,37.18285714,0.2478,0.5488,NA,NA,239.6285714,238.9,241.8,254.8714286,258.6285714,1.816428571,5.699428571,24.63428571,74.69,116.2371429,2.352285714,-17.60142857,7.814714286,3.158285714,130.0485714,5,55.21285714,85.50428571,73.34285714,NA,NA,NA,NA,NA,NA,NA,NA,-18.4,2009,"WPO","seagreen"
"56","100877_108910_4820","ALB","NZTAG_901_124066_A_4820","CPS/Allain","Thunnus alalunga","fish","Scombridae","white muscle","A","PO","24.01.2009",171.7,-40.6,"NZ","unknown",999,58,"FL",NA,NA,NA,"",-21.7,"51",11.9,"8.2",6.3,"bulk","GET","DMA/AMA",390,NA,"bulk","",15.62142857,43.53428571,0.252785714,0.552157143,NA,NA,250.6857143,235.4,237.4428571,251.9285714,254.9857143,1.916714286,6.606285714,26.32428571,75.77142857,111.3885714,2.332571429,-17.58428571,7.740714286,3.209,198.4857143,5,54.58285714,87.86857143,71.20285714,NA,NA,NA,NA,NA,NA,NA,NA,-17.8924973015873,2009,"WPO","seagreen"
"57","100878_108911_4821","ALB","NZTAG_901_150414_A_4821","CPS/Allain","Thunnus alalunga","fish","Scombridae","white muscle","A","PO","26.02.2009",169.2,-43.6,"NZ","unknown",999,57,"FL",NA,NA,NA,"",-19.8,"49",12.9,"10.8",4.6,"bulk","GET","DMA/AMA",473,NA,"bulk","",14.56571429,39.91285714,0.2313,0.491542857,NA,NA,199.9857143,247.9428571,251.8714286,259.1428571,260.8714286,2.177,7.035857143,25.92,74.62714286,118.5571429,2.369714286,-17.60857143,7.683428571,2.936,136.2914286,5,51.92714286,81.98,65.45,NA,NA,NA,NA,NA,NA,NA,NA,-17.3530506521739,2009,"WPO","seagreen"
"58","100879_108912_4822","ALB","NZTAG_901_150405_A_4822","CPS/Allain","Thunnus alalunga","fish","Scombridae","white muscle","A","PO","24.02.2009",171,-42.4,"NZ","unknown",999,51,"FL",NA,NA,NA,"",-18.8,"45",12.5,"12.5",3.6,"bulk","GET","DMA/AMA",367,NA,"bulk","",15.8,31.61,0.243628571,0.547285714,NA,NA,239.5714286,238.9,241.9857143,253,256.6571429,1.881571429,5.832,24.94285714,83.09428571,123.0628571,2.367428571,-17.45714286,8.014714286,3.298714286,111.91,5,52.06285714,90.33142857,76.01857143,NA,NA,NA,NA,NA,NA,NA,NA,-17.7536202777778,2009,"WPO","seagreen"
"59","100880_108913_4823","ALB","NZTAG_901_150427_A_4823","CPS/Allain","Thunnus alalunga","fish","Scombridae","white muscle","A","PO","03.03.2009",170.9,-41.5,"NZ","unknown",999,47,"FL",NA,NA,NA,"",-18.4,"45",13.2,"13.3",3.3,"bulk","GET","DMA/AMA",466,NA,"bulk","",15.8,31.61,0.243628571,0.547285714,NA,NA,239.5714286,238.9,241.9857143,253,256.6571429,1.881571429,5.832,24.94285714,83.09428571,123.0628571,2.367428571,-17.45714286,8.014714286,3.298714286,111.91,5,52.06285714,90.33142857,76.01857143,NA,NA,NA,NA,NA,NA,NA,NA,-18.4,2009,"WPO","seagreen"
"60","100882_108915_4825","ALB","NZTAG_901_150419_A_4825","CPS/Allain","Thunnus alalunga","fish","Scombridae","white muscle","A","PO","28.02.2009",169.2,-43.6,"NZ","unknown",999,82,"FL",NA,NA,NA,"",-19.4,"49",13.2,"10.6",4.6,"bulk","GET","DMA/AMA",507,NA,"bulk","",14.56571429,39.91285714,0.2313,0.491542857,NA,NA,199.9857143,247.9428571,251.8714286,259.1428571,260.8714286,2.177,7.035857143,25.92,74.62714286,118.5571429,2.369714286,-17.60857143,7.683428571,2.936,136.2914286,5,51.92714286,81.98,65.45,NA,NA,NA,NA,NA,NA,NA,NA,-16.9530506521739,2009,"WPO","seagreen"
"61","100884_108917_4827","ALB","NZTAG_901_150421_A_4827","CPS/Allain","Thunnus alalunga","fish","Scombridae","white muscle","A","PO","02.03.2009",171.2,-41.7,"NZ","unknown",999,51,"FL",NA,NA,NA,"",-19.7,"46",12.1,"12.3",3.8,"bulk","GET","DMA/AMA",437,NA,"bulk","",15.8,31.61,0.243628571,0.547285714,NA,NA,239.5714286,238.9,241.9857143,253,256.6571429,1.881571429,5.832,24.94285714,83.09428571,123.0628571,2.367428571,-17.45714286,8.014714286,3.298714286,111.91,5,52.06285714,90.33142857,76.01857143,NA,NA,NA,NA,NA,NA,NA,NA,-18.314535,2009,"WPO","seagreen"
"62","100960_108994_4904","YFT","CHC_07-01_12_U_108994","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","unknown","PO","28.03.2007",163,-22.1,"NC","F",999,124,"FL",NA,NA,NA,"",-17.2,"43",12.9,"12.9",3.4,"bulk","GET","DMA/AMA",283,NA,"bulk","",24.99142857,30.64571429,0.144871429,0.221328571,152.8285714,238.0285714,477.9714286,197.0714286,200.9428571,221.6285714,216.6857143,1.287285714,4.930857143,53.05857143,14.26571429,67.27428571,2.359142857,-18.42285714,8.533428571,3.691428571,98.53142857,80.92,109.8642857,42.70142857,18.46,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-17.2,2007,"WPO","seagreen"
"63","100961_108995_","SKJ","CHC_07-01_006","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","28.03.2007",163,-22.1,"NC","M",999,75,"FL",NA,NA,NA,"",-17.6,"44.4",11.36,"13.29",3.34,"bulk","IRD NOUMEA","",691.2,NA,"bulk","",24.99142857,30.64571429,0.144871429,0.221328571,152.8285714,238.0285714,477.9714286,197.0714286,200.9428571,221.6285714,216.6857143,1.287285714,4.930857143,53.05857143,14.26571429,67.27428571,2.359142857,-18.42285714,8.533428571,3.691428571,98.53142857,80.92,109.8642857,42.70142857,18.46,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-17.6,2007,"WPO","seagreen"
"64","101012_109057_4972","BET","WP2C4Tag_WTP-09-04_87_A_4972","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","02.05.2009",173,1.2,"GL","M",999,89,"FL",NA,NA,NA,"",-17.2,"45",13.7,"13.3",3.3,"bulk","GET","DMA/AMA",693,NA,"bulk","",28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1.967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-17.2,2009,"WPO","seagreen"
"65","101015_109060_4975","YFT","WP2C4Tag_WTP-09-04_90_A_4975","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","02.05.2009",173,1.2,"GL","F",999,91,"FL",NA,NA,NA,"",-17.2,"47",12.4,"14.4",3.3,"bulk","GET","DMA/AMA",404,NA,"bulk","",28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1.967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-17.2,2009,"WPO","seagreen"
"66","101018_109063_4978","YFT","WP2C4Tag_WTP-09-04_93_A_4978","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","02.05.2009",173,1.2,"GL","M",999,88,"FL",NA,NA,NA,"",-17,"48",12.3,"14.8",3.2,"bulk","GET","DMA/AMA",357,NA,"bulk","",28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1.967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-17,2009,"WPO","seagreen"
"67","101020_109065_4980","YFT","WP2C4Tag_WTP-09-04_95_A_4980","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","02.05.2009",173,1.2,"GL","F",999,93,"FL",NA,NA,NA,"",-16.8,"44",12.7,"14.2",3.1,"bulk","GET","DMA/AMA",423,NA,"bulk","",28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1.967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-16.8,2009,"WPO","seagreen"
"68","101022_109067_4982","BET","WP2C4Tag_WTP-09-04_97_A_4982","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","02.05.2009",173,1.2,"GL","unknown",999,74,"FL",NA,NA,NA,"",-17,"44",14,"13.7",3.2,"bulk","GET","DMA/AMA",467,NA,"bulk","",28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1.967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-17,2009,"WPO","seagreen"
"69","101023_109068_4983","BET","WP2C4Tag_WTP-09-04_68_A_4983","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","28.04.2009",173,1.2,"GL","F",999,84,"FL",NA,NA,NA,"",-20.1,"51",14.2,"8.8",5.8,"bulk","GET","DMA/AMA",476,NA,"bulk","",28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1.967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-16.6098677586207,2009,"WPO","seagreen"
"70","101025_109070_4985","BET","WP2C4Tag_WTP-09-04_61_A_4985","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","28.04.2009",173,1.2,"GL","unknown",999,68,"FL",NA,NA,NA,"",-16.7,"43",13.5,"13.5",3.2,"bulk","GET","DMA/AMA",395,NA,"bulk","",28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1.967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-16.7,2009,"WPO","seagreen"
"71","101026_109071_4986","BET","WP2C4Tag_WTP-09-04_74_A_4986","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","28.04.2009",173,1.2,"GL","M",999,78,"FL",NA,NA,NA,"",-18.4,"47",13.8,"11.5",4.1,"bulk","GET","DMA/AMA",516,NA,"bulk","",28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1.967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-16.5679348780488,2009,"WPO","seagreen"
"72","101027_109072_4987","BET","WP2C4Tag_WTP-09-04_67_A_4987","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","28.04.2009",173,1.2,"GL","M",999,85,"FL",NA,NA,NA,"",-16.6,"43",14.3,"13.3",3.2,"bulk","GET","DMA/AMA",558,NA,"bulk","",28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1.967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-16.6,2009,"WPO","seagreen"
"73","101029_109074_4989","BET","WP2C4Tag_WTP-09-04_59_A_4989","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","28.04.2009",173,1.2,"GL","M",999,75,"FL",NA,NA,NA,"",-17,"43",13.9,"12.7",3.4,"bulk","GET","DMA/AMA",564,NA,"bulk","",28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1.967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-17,2009,"WPO","seagreen"
