fish_identifier,SST,MLD,Chl.a,NPP,d20,d18,d12,O2_375m,O2_200m,O2_100m,O2_50m,OCRR_375m,OCRR_200m,OCRR_100m,OCRR_50m,OCRR_total,d13Cdic,d13Cpom,d15Nno3,d15Npom,doxycline,dmaxremin,dnethetero,export_100m,export_dnethetero,Hg0_2x2.5,Hg0_6x7.5,drydep_2x2.5,drydep_6x7.5,wetdep_2x2.5,wetdep_6x7.5,totdep_2x2.5,totdep_6x7.5,d13C_cor,sample_year,region,region.col
101025_109070_4985,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-16.7,2009,WPO,seagreen
101026_109071_4986,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-16.5679348780488,2009,WPO,seagreen
101027_109072_4987,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-16.6,2009,WPO,seagreen
101029_109074_4989,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-17,2009,WPO,seagreen
101030_109075_4990,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-16.7536202777778,2009,WPO,seagreen
101033_109078_4993,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-17.4,2009,WPO,seagreen
101034_109079_4994,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-17.3,2009,WPO,seagreen
101035_109080_4995,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-17.2,2009,WPO,seagreen
101036_109081_4996,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-16.6580341025641,2009,WPO,seagreen
101037_109082_4997,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-17.4,2009,WPO,seagreen
101038_109083_4998,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-16.7,2009,WPO,seagreen
101039_109084_4999,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-17.6,2009,WPO,seagreen
101040_109085_5000,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-17.1,2009,WPO,seagreen
101043_109088_5003,28.46428571,33.15571429,0.193385714,0.5275,162.1571429,176.8571429,256.5571429,158.0428571,170.6,198.3857143,203.1285714,0.616114286,1967,54.77428571,67.46428571,106.8857143,2.361142857,-17.16857143,10.72214286,5.037428571,115.5271429,15.01857143,95.11,58.62142857,45.91285714,1.14,1.14,2.62,2.64,20.69,20.23,23.31,22.87,-17.5,2009,WPO,seagreen
101044_109089_5004,30.15285714,23.88,0.154014286,0.430857143,187.7571429,203.2857143,282.4142857,170.0571429,169.9857143,200.4,203.2571429,0.402942857,1.781571429,39.82714286,53.47142857,88.01857143,2.497571429,-17.21714286,14.73571429,7.485714286,134.4857143,16.43142857,114.5,40.56285714,34.6,1.1,1.1,2.99,2.38,16.93,16.22,19.92,18.6,-16.7,2009,WPO,seagreen
101045_109090_5005,30.15285714,23.88,0.154014286,0.430857143,187.7571429,203.2857143,282.4142857,170.0571429,169.9857143,200.4,203.2571429,0.402942857,1.781571429,39.82714286,53.47142857,88.01857143,2.497571429,-17.21714286,14.73571429,7.485714286,134.4857143,16.43142857,114.5,40.56285714,34.6,1.1,1.1,2.99,2.38,16.93,16.22,19.92,18.6,-16.5,2009,WPO,seagreen
101046_109091_5006,30.15285714,23.88,0.154014286,0.430857143,187.7571429,203.2857143,282.4142857,170.0571429,169.9857143,200.4,203.2571429,0.402942857,1.781571429,39.82714286,53.47142857,88.01857143,2.497571429,-17.21714286,14.73571429,7.485714286,134.4857143,16.43142857,114.5,40.56285714,34.6,1.1,1.1,2.99,2.38,16.93,16.22,19.92,18.6,-16.9,2009,WPO,seagreen
101047_109092_5007,30.15285714,23.88,0.154014286,0.430857143,187.7571429,203.2857143,282.4142857,170.0571429,169.9857143,200.4,203.2571429,0.402942857,1.781571429,39.82714286,53.47142857,88.01857143,2.497571429,-17.21714286,14.73571429,7.485714286,134.4857143,16.43142857,114.5,40.56285714,34.6,1.1,1.1,2.99,2.38,16.93,16.22,19.92,18.6,-16.9,2009,WPO,seagreen
101048_109093_5008,30.15285714,23.88,0.154014286,0.430857143,187.7571429,203.2857143,282.4142857,170.0571429,169.9857143,200.4,203.2571429,0.402942857,1.781571429,39.82714286,53.47142857,88.01857143,2.497571429,-17.21714286,14.73571429,7.485714286,134.4857143,16.43142857,114.5,40.56285714,34.6,1.1,1.1,2.99,2.38,16.93,16.22,19.92,18.6,-16.5,2009,WPO,seagreen
101049_109094_5009,29.50714286,23.85285714,0.162128571,0.463185714,181.5714286,200.2857143,289.1142857,166.2428571,171.8857143,200.1428571,203.5714286,0.483157143,1.714857143,46.56142857,61.53857143,96.09857143,2.452428571,-17.14142857,12.74,6.301428571,117.0285714,16.43714286,99.9,49.68285714,40.31571429,1.12,1.12,2.25,2.38,16.22,16.36,18.47,18.74,-16.7,2009,WPO,seagreen
101050_109095_5010,29.50714286,23.85285714,0.162128571,0.463185714,181.5714286,200.2857143,289.1142857,166.2428571,171.8857143,200.1428571,203.5714286,0.483157143,1.714857143,46.56142857,61.53857143,96.09857143,2.452428571,-17.14142857,12.74,6.301428571,117.0285714,16.43714286,99.9,49.68285714,40.31571429,1.12,1.12,2.25,2.38,16.22,16.36,18.47,18.74,-16.2,2009,WPO,seagreen
101059_109104_5019,28.23714286,22.23142857,0.210442857,0.614585714,171.2285714,188.8857143,275.0142857,159.2142857,170.6142857,197.8714286,203.9857143,0.626171429,2045,49.13857143,80.18142857,120.5571429,2315,-17.18142857,9.981428571,4.493571429,120.5285714,5,96.27857143,63.91142857,53.59571429,1.11,1.11,2.72,2.72,19.66,20.03,22.38,22.75,-16.6,2009,WPO,seagreen
101060_109105_5020,28.23714286,22.23142857,0.210442857,0.614585714,171.2285714,188.8857143,275.0142857,159.2142857,170.6142857,197.8714286,203.9857143,0.626171429,2045,49.13857143,80.18142857,120.5571429,2315,-17.18142857,9.981428571,4.493571429,120.5285714,5,96.27857143,63.91142857,53.59571429,1.11,1.11,2.72,2.72,19.66,20.03,22.38,22.75,-17.4,2009,WPO,seagreen
101063_109108_5023,28.23714286,22.23142857,0.210442857,0.614585714,171.2285714,188.8857143,275.0142857,159.2142857,170.6142857,197.8714286,203.9857143,0.626171429,2045,49.13857143,80.18142857,120.5571429,2315,-17.18142857,9.981428571,4.493571429,120.5285714,5,96.27857143,63.91142857,53.59571429,1.11,1.11,2.72,2.72,19.66,20.03,22.38,22.75,-16.9,2009,WPO,seagreen
101066_109111_5026,28.59142857,47.91714286,0.171385714,0.519342857,174.8714286,189.3571429,267.2571429,160.5571429,169.2428571,201.6714286,204.6,0.585428571,2.110571429,51.40571429,69.28857143,111.2885714,2.338571429,-17.14714286,10.55228571,4.737857143,134.7285714,5,99.58857143,60.12428571,49.88285714,1.09,1.09,3.14,3.1,20.48,20.51,23.62,23.61,-16.9,2009,WPO,seagreen
101067_109112_5027,28.59142857,47.91714286,0.171385714,0.519342857,174.8714286,189.3571429,267.2571429,160.5571429,169.2428571,201.6714286,204.6,0.585428571,2.110571429,51.40571429,69.28857143,111.2885714,2.338571429,-17.14714286,10.55228571,4.737857143,134.7285714,5,99.58857143,60.12428571,49.88285714,1.09,1.09,3.14,3.1,20.48,20.51,23.62,23.61,-16.9,2009,WPO,seagreen
101069_109114_5029,28.59142857,47.91714286,0.171385714,0.519342857,174.8714286,189.3571429,267.2571429,160.5571429,169.2428571,201.6714286,204.6,0.585428571,2.110571429,51.40571429,69.28857143,111.2885714,2.338571429,-17.14714286,10.55228571,4.737857143,134.7285714,5,99.58857143,60.12428571,49.88285714,1.09,1.09,3.14,3.1,20.48,20.51,23.62,23.61,-16.7,2009,WPO,seagreen
101070_109115_5030,28.59142857,47.91714286,0.171385714,0.519342857,174.8714286,189.3571429,267.2571429,160.5571429,169.2428571,201.6714286,204.6,0.585428571,2.110571429,51.40571429,69.28857143,111.2885714,2.338571429,-17.14714286,10.55228571,4.737857143,134.7285714,5,99.58857143,60.12428571,49.88285714,1.09,1.09,3.14,3.1,20.48,20.51,23.62,23.61,-16.9,2009,WPO,seagreen
101072_109117_5032,28.59142857,47.91714286,0.171385714,0.519342857,174.8714286,189.3571429,267.2571429,160.5571429,169.2428571,201.6714286,204.6,0.585428571,2.110571429,51.40571429,69.28857143,111.2885714,2.338571429,-17.14714286,10.55228571,4.737857143,134.7285714,5,99.58857143,60.12428571,49.88285714,1.09,1.09,3.14,3.1,20.48,20.51,23.62,23.61,-16.7,2009,WPO,seagreen
101073_109118_5033,28.59142857,47.91714286,0.171385714,0.519342857,174.8714286,189.3571429,267.2571429,160.5571429,169.2428571,201.6714286,204.6,0.585428571,2.110571429,51.40571429,69.28857143,111.2885714,2.338571429,-17.14714286,10.55228571,4.737857143,134.7285714,5,99.58857143,60.12428571,49.88285714,1.09,1.09,3.14,3.1,20.48,20.51,23.62,23.61,-17.2,2009,WPO,seagreen
101074_109119_5034,28.59142857,47.91714286,0.171385714,0.519342857,174.8714286,189.3571429,267.2571429,160.5571429,169.2428571,201.6714286,204.6,0.585428571,2.110571429,51.40571429,69.28857143,111.2885714,2.338571429,-17.14714286,10.55228571,4.737857143,134.7285714,5,99.58857143,60.12428571,49.88285714,1.09,1.09,3.14,3.1,20.48,20.51,23.62,23.61,-17.3,2009,WPO,seagreen
101076_109121_5036,28.59142857,47.91714286,0.171385714,0.519342857,174.8714286,189.3571429,267.2571429,160.5571429,169.2428571,201.6714286,204.6,0.585428571,2.110571429,51.40571429,69.28857143,111.2885714,2.338571429,-17.14714286,10.55228571,4.737857143,134.7285714,5,99.58857143,60.12428571,49.88285714,1.09,1.09,3.14,3.1,20.48,20.51,23.62,23.61,-17.2,2009,WPO,seagreen
101079_109124_5039,28.59142857,47.91714286,0.171385714,0.519342857,174.8714286,189.3571429,267.2571429,160.5571429,169.2428571,201.6714286,204.6,0.585428571,2.110571429,51.40571429,69.28857143,111.2885714,2.338571429,-17.14714286,10.55228571,4.737857143,134.7285714,5,99.58857143,60.12428571,49.88285714,1.09,1.09,3.14,3.1,20.48,20.51,23.62,23.61,-17.4,2009,WPO,seagreen
101081_109126_5041,28.59142857,47.91714286,0.171385714,0.519342857,174.8714286,189.3571429,267.2571429,160.5571429,169.2428571,201.6714286,204.6,0.585428571,2.110571429,51.40571429,69.28857143,111.2885714,2.338571429,-17.14714286,10.55228571,4.737857143,134.7285714,5,99.58857143,60.12428571,49.88285714,1.09,1.09,3.14,3.1,20.48,20.51,23.62,23.61,-16.9,2009,WPO,seagreen
101087_109132_5047,28.59142857,47.91714286,0.171385714,0.519342857,174.8714286,189.3571429,267.2571429,160.5571429,169.2428571,201.6714286,204.6,0.585428571,2.110571429,51.40571429,69.28857143,111.2885714,2.338571429,-17.14714286,10.55228571,4.737857143,134.7285714,5,99.58857143,60.12428571,49.88285714,1.09,1.09,3.14,3.1,20.48,20.51,23.62,23.61,-16.8,2009,WPO,seagreen
101088_109133_5048,28.59142857,47.91714286,0.171385714,0.519342857,174.8714286,189.3571429,267.2571429,160.5571429,169.2428571,201.6714286,204.6,0.585428571,2.110571429,51.40571429,69.28857143,111.2885714,2.338571429,-17.14714286,10.55228571,4.737857143,134.7285714,5,99.58857143,60.12428571,49.88285714,1.09,1.09,3.14,3.1,20.48,20.51,23.62,23.61,-16.8,2009,WPO,seagreen
101089_109134_5049,28.59142857,47.91714286,0.171385714,0.519342857,174.8714286,189.3571429,267.2571429,160.5571429,169.2428571,201.6714286,204.6,0.585428571,2.110571429,51.40571429,69.28857143,111.2885714,2.338571429,-17.14714286,10.55228571,4.737857143,134.7285714,5,99.58857143,60.12428571,49.88285714,1.09,1.09,3.14,3.1,20.48,20.51,23.62,23.61,-17,2009,WPO,seagreen
101095_109140_5055,25.93142857,12.54142857,0.2916,0.730785714,108.6928571,127.6571429,276.2142857,134.6857143,150.6571429,176.8285714,201.6571429,1.444285714,2.667571429,17.99428571,98.29714286,117.9428571,2053,-17.56285714,7.67,3.387142857,75.13714286,6.428571429,86.12142857,73.82571429,71.89285714,1.08,1.08,2.92,2.94,7.69,7.69,10.61,10.63,-16.5536202777778,2009,EPO,blue
101096_109141_5056,25.93142857,12.54142857,0.2916,0.730785714,108.6928571,127.6571429,276.2142857,134.6857143,150.6571429,176.8285714,201.6571429,1.444285714,2.667571429,17.99428571,98.29714286,117.9428571,2053,-17.56285714,7.67,3.387142857,75.13714286,6.428571429,86.12142857,73.82571429,71.89285714,1.08,1.08,2.92,2.94,7.69,7.69,10.61,10.63,-16.9580341025641,2009,EPO,blue
101097_109142_5057,25.93142857,12.54142857,0.2916,0.730785714,108.6928571,127.6571429,276.2142857,134.6857143,150.6571429,176.8285714,201.6571429,1.444285714,2.667571429,17.99428571,98.29714286,117.9428571,2053,-17.56285714,7.67,3.387142857,75.13714286,6.428571429,86.12142857,73.82571429,71.89285714,1.08,1.08,2.92,2.94,7.69,7.69,10.61,10.63,-16.9,2009,EPO,blue
101098_109143_5058,25.93142857,12.54142857,0.2916,0.730785714,108.6928571,127.6571429,276.2142857,134.6857143,150.6571429,176.8285714,201.6571429,1.444285714,2.667571429,17.99428571,98.29714286,117.9428571,2053,-17.56285714,7.67,3.387142857,75.13714286,6.428571429,86.12142857,73.82571429,71.89285714,NA,NA,NA,NA,NA,NA,NA,NA,-16.7,2009,EPO,blue
101099_109144_5059,25.93142857,12.54142857,0.2916,0.730785714,108.6928571,127.6571429,276.2142857,134.6857143,150.6571429,176.8285714,201.6571429,1.444285714,2.667571429,17.99428571,98.29714286,117.9428571,2053,-17.56285714,7.67,3.387142857,75.13714286,6.428571429,86.12142857,73.82571429,71.89285714,1.08,1.08,2.92,2.94,7.69,7.69,10.61,10.63,-16.6536202777778,2009,EPO,blue
101100_109145_5060,25.93142857,12.54142857,0.2916,0.730785714,108.6928571,127.6571429,276.2142857,134.6857143,150.6571429,176.8285714,201.6571429,1.444285714,2.667571429,17.99428571,98.29714286,117.9428571,2053,-17.56285714,7.67,3.387142857,75.13714286,6.428571429,86.12142857,73.82571429,71.89285714,1.08,1.08,2.92,2.94,7.69,7.69,10.61,10.63,-16.1,2009,EPO,blue
101101_109146_5061,25.93142857,12.54142857,0.2916,0.730785714,108.6928571,127.6571429,276.2142857,134.6857143,150.6571429,176.8285714,201.6571429,1.444285714,2.667571429,17.99428571,98.29714286,117.9428571,2053,-17.56285714,7.67,3.387142857,75.13714286,6.428571429,86.12142857,73.82571429,71.89285714,1.08,1.08,2.92,2.94,7.69,7.69,10.61,10.63,-17.2,2009,EPO,blue
101102_109147_5062,25.93142857,12.54142857,0.2916,0.730785714,108.6928571,127.6571429,276.2142857,134.6857143,150.6571429,176.8285714,201.6571429,1.444285714,2.667571429,17.99428571,98.29714286,117.9428571,2053,-17.56285714,7.67,3.387142857,75.13714286,6.428571429,86.12142857,73.82571429,71.89285714,1.08,1.08,2.92,2.94,7.69,7.69,10.61,10.63,-17.4,2009,EPO,blue
101103_109148_5063,25.93142857,12.54142857,0.2916,0.730785714,108.6928571,127.6571429,276.2142857,134.6857143,150.6571429,176.8285714,201.6571429,1.444285714,2.667571429,17.99428571,98.29714286,117.9428571,2053,-17.56285714,7.67,3.387142857,75.13714286,6.428571429,86.12142857,73.82571429,71.89285714,1.08,1.08,2.92,2.94,7.69,7.69,10.61,10.63,-17.2,2009,EPO,blue
101104_109149_5064,25.93142857,12.54142857,0.2916,0.730785714,108.6928571,127.6571429,276.2142857,134.6857143,150.6571429,176.8285714,201.6571429,1.444285714,2.667571429,17.99428571,98.29714286,117.9428571,2053,-17.56285714,7.67,3.387142857,75.13714286,6.428571429,86.12142857,73.82571429,71.89285714,1.08,1.08,2.92,2.94,7.69,7.69,10.61,10.63,-17.5,2009,EPO,blue
101105_109150_5065,25.93142857,12.54142857,0.2916,0.730785714,108.6928571,127.6571429,276.2142857,134.6857143,150.6571429,176.8285714,201.6571429,1.444285714,2.667571429,17.99428571,98.29714286,117.9428571,2053,-17.56285714,7.67,3.387142857,75.13714286,6.428571429,86.12142857,73.82571429,71.89285714,1.08,1.08,2.92,2.94,7.69,7.69,10.61,10.63,-17.4,2009,EPO,blue
101304_109349_5269,28.59142857,47.91714286,0.171385714,0.519342857,174.8714286,189.3571429,267.2571429,160.5571429,169.2428571,201.6714286,204.6,0.585428571,2.110571429,51.40571429,69.28857143,111.2885714,2.338571429,-17.14714286,10.55228571,4.737857143,134.7285714,5,99.58857143,60.12428571,49.88285714,1.09,1.09,3.14,3.1,20.48,20.51,23.62,23.61,-17.014535,2009,WPO,seagreen
101305_109350_5270,28.59142857,47.91714286,0.171385714,0.519342857,174.8714286,189.3571429,267.2571429,160.5571429,169.2428571,201.6714286,204.6,0.585428571,2.110571429,51.40571429,69.28857143,111.2885714,2.338571429,-17.14714286,10.55228571,4.737857143,134.7285714,5,99.58857143,60.12428571,49.88285714,1.09,1.09,3.14,3.1,20.48,20.51,23.62,23.61,-17.2,2009,WPO,seagreen
101320_109365_5285,29.48285714,42.62142857,0.145617143,0.286857143,160.7857143,172.9714286,231.9,159.1714286,169.3,201.3,198.7428571,0.478957143,1.785714286,70.67714286,50.10285714,96.02,2541,-17.45285714,11.73685714,6.233285714,154.2,82.40714286,93.60857143,43.32857143,28.37428571,1.18,1.18,2.72,2.72,17.73,17.65,20.45,20.37,-17.3,2009,WPO,seagreen
101323_109368_5288,29.48285714,42.62142857,0.145617143,0.286857143,160.7857143,172.9714286,231.9,159.1714286,169.3,201.3,198.7428571,0.478957143,1.785714286,70.67714286,50.10285714,96.02,2541,-17.45285714,11.73685714,6.233285714,154.2,82.40714286,93.60857143,43.32857143,28.37428571,1.18,1.18,2.72,2.72,17.73,17.65,20.45,20.37,-17,2009,WPO,seagreen
101324_109369_5289,29.48285714,42.62142857,0.145617143,0.286857143,160.7857143,172.9714286,231.9,159.1714286,169.3,201.3,198.7428571,0.478957143,1.785714286,70.67714286,50.10285714,96.02,2541,-17.45285714,11.73685714,6.233285714,154.2,82.40714286,93.60857143,43.32857143,28.37428571,1.18,1.18,2.72,2.72,17.73,17.65,20.45,20.37,-16.8,2009,WPO,seagreen
101325_109370_5290,29.48285714,42.62142857,0.145617143,0.286857143,160.7857143,172.9714286,231.9,159.1714286,169.3,201.3,198.7428571,0.478957143,1.785714286,70.67714286,50.10285714,96.02,2541,-17.45285714,11.73685714,6.233285714,154.2,82.40714286,93.60857143,43.32857143,28.37428571,1.18,1.18,2.72,2.72,17.73,17.65,20.45,20.37,-16.9,2009,WPO,seagreen
101327_109372_5292,29.48285714,42.62142857,0.145617143,0.286857143,160.7857143,172.9714286,231.9,159.1714286,169.3,201.3,198.7428571,0.478957143,1.785714286,70.67714286,50.10285714,96.02,2541,-17.45285714,11.73685714,6.233285714,154.2,82.40714286,93.60857143,43.32857143,28.37428571,1.18,1.18,2.72,2.72,17.73,17.65,20.45,20.37,-16.8,2009,WPO,seagreen
